22162 -12722 164 104 32196 164 105 32504
22231 -12909 164 104 32196 164 104 32196
22136 -12779 164 104 32196 164 104 32196
22145 -13103 164 104 32196 164 104 32196
22205 -12781 164 104 32196 164 104 32196
22285 -12924 164 104 32196 165 104 32197
22202 -12756 164 104 32196 164 105 32504
22231 -12811 164 104 32196 164 104 32196
22223 -12977 164 104 32196 164 104 32196
22138 -12725 164 104 32196 164 104 32196
22219 -12809 164 104 32196 165 104 32197
22086 -12718 164 104 32196 164 104 32196
22276 -12835 164 104 32196 165 104 32197
22208 -12841 164 104 32196 164 104 32196
22260 -12737 164 104 32196 165 104 32197
22243 -13000 164 104 32196 164 104 32196
22175 -12796 164 104 32196 165 104 32197
22238 -12727 164 104 32196 164 104 32196
28318 -13501 167 104 32199 168 103 31892
28287 -13539 167 104 32199 167 104 32199
28299 -13485 167 104 32199 168 104 32200
28263 -13510 167 104 32199 167 104 32199
27989 -13549 167 104 32199 167 104 32199
27706 -13762 167 104 32199 167 103 31891
27983 -13514 167 104 32199 167 104 32199
27936 -13473 167 104 32199 167 104 32199
27777 -13597 167 104 32199 167 104 32199
28245 -13583 167 104 32199 167 103 31891
28017 -13604 167 104 32199 167 103 31891
27638 -13723 167 104 32199 167 103 31891
27772 -13740 167 104 32199 167 104 32199
28133 -13572 167 104 32199 167 104 32199
27731 -13704 167 104 32199 167 104 32199
27862 -13610 167 104 32199 167 104 32199
27806 -13616 167 104 32199 167 103 31891
28261 -13432 167 104 32199 167 104 32199
28269 -13480 167 104 32199 167 103 31891
27856 -13645 167 104 32199 167 103 31891
27938 -13646 167 104 32199 167 103 31891
28210 -13541 167 104 32199 167 104 32199
28296 -13460 167 104 32199 167 104 32199
28041 -13657 167 104 32199 167 103 31891
27984 -13605 167 104 32199 167 104 32199
27776 -13800 167 104 32199 167 103 31891
27901 -13493 167 104 32199 167 104 32199
27357 -13341 167 104 32199 167 104 32199
27470 -13330 167 104 32199 167 104 32199
27452 -13285 167 104 32199 167 103 31891
27531 -13375 167 104 32199 167 104 32199
27398 -13377 167 104 32199 167 103 31891
27362 -13396 167 104 32199 167 103 31891
21387 -9642 164 106 32812 164 106 32812
21115 -7517 164 107 33120 164 107 33120
21414 -7369 164 107 33120 164 107 33120
21391 -7273 164 107 33120 164 107 33120
21079 -7365 164 107 33120 163 106 32811
21162 -7477 164 107 33120 164 106 32812
21077 -7460 164 107 33120 164 107 33120
21108 -7456 164 107 33120 164 106 32812
21082 -7442 164 107 33120 164 107 33120
21201 -7454 164 107 33120 164 107 33120
21131 -7477 164 107 33120 164 107 33120
21246 -7545 164 107 33120 164 107 33120
21327 -7437 164 107 33120 164 107 33120
21399 -7240 164 107 33120 164 107 33120
21107 -7514 164 107 33120 164 107 33120
21267 -7216 164 107 33120 164 107 33120
21079 -7519 164 107 33120 163 107 33119
21114 -7436 164 107 33120 164 106 32812
21381 -7224 164 107 33120 164 107 33120
21285 -7220 164 107 33120 164 106 32812
21129 -7461 164 107 33120 163 107 33119
21133 -7492 164 107 33120 164 107 33120
21338 -7439 164 107 33120 164 107 33120
21200 -7048 164 107 33120 164 107 33120
21299 -7363 164 107 33120 164 106 32812
21411 -7206 164 107 33120 164 107 33120
21340 -7359 164 107 33120 164 107 33120
21213 -7391 164 107 33120 164 106 32812
20947 -7118 164 107 33120 164 107 33120
21071 -7562 164 107 33120 164 107 33120
21087 -7329 164 107 33120 163 107 33119
21048 -7538 164 107 33120 164 107 33120
21469 -7447 164 107 33120 164 107 33120
21457 -7478 164 107 33120 164 107 33120
21479 -7479 164 107 33120 164 106 32812
30637 -6083 169 107 33125 169 107 33125
30956 -6120 169 107 33125 169 107 33125
20406 -5112 163 108 33427 164 108 33428
20446 -4703 163 108 33427 163 108 33427
20576 -5438 163 108 33427 164 108 33428
20537 -5423 163 108 33427 164 108 33428
20372 -4733 163 108 33427 164 108 33428
20269 -5213 163 108 33427 164 108 33428
20381 -4601 163 108 33427 163 108 33427
20358 -4681 163 108 33427 163 109 33735
20406 -4570 163 108 33427 164 108 33428
20410 -5083 163 108 33427 163 108 33427
20817 -4408 164 108 33428 164 108 33428
20731 -4650 164 108 33428 163 108 33427
20656 -5015 164 108 33428 163 108 33427
20871 -5982 164 108 33428 164 108 33428
24058 -4050 165 108 33429 165 109 33737
30539 -4928 168 108 33432 168 108 33432
31699 -4311 169 108 33433 169 108 33433
31740 -4773 169 108 33433 169 108 33433
32068 -4874 169 108 33433 169 108 33433
30836 -5343 169 108 33433 168 107 33124
30873 -5359 169 108 33433 169 108 33433
31895 -4894 169 108 33433 169 108 33433
31274 -5412 169 108 33433 169 107 33125
31296 -5411 169 108 33433 169 108 33433
31778 -4135 169 108 33433 169 109 33741
31715 -4163 169 108 33433 169 109 33741
31569 -4849 169 108 33433 169 108 33433
31980 -4274 169 108 33433 169 108 33433
31863 -4243 169 108 33433 169 108 33433
31991 -4219 169 108 33433 170 108 33434
31938 -4600 169 108 33433 170 108 33434
31716 -4131 169 108 33433 169 108 33433
32030 -4605 169 108 33433 170 108 33434
32053 -4525 169 108 33433 170 109 33742
31964 -4267 169 108 33433 169 109 33741
31756 -4281 169 108 33433 170 109 33742
31520 -4697 169 108 33433 169 108 33433
31444 -4364 169 108 33433 169 108 33433
31799 -4441 169 108 33433 169 108 33433
31510 -4815 169 108 33433 169 108 33433
32038 -4635 169 108 33433 169 108 33433
31715 -4386 169 108 33433 169 109 33741
31858 -4092 169 108 33433 169 108 33433
31820 -4565 169 108 33433 169 108 33433
31961 -4262 169 108 33433 169 108 33433
32181 -5029 169 108 33433 169 108 33433
31826 -4680 169 108 33433 169 108 33433
32056 -4663 169 108 33433 169 108 33433
31592 -5129 169 108 33433 169 108 33433
31897 -4405 169 108 33433 170 109 33742
31293 -4728 169 108 33433 169 108 33433
31434 -4699 169 108 33433 169 109 33741
31318 -4236 169 108 33433 169 108 33433
31768 -4467 169 108 33433 169 108 33433
31383 -4695 169 108 33433 169 108 33433
31500 -4854 169 108 33433 169 108 33433
31797 -4570 169 108 33433 170 108 33434
31596 -5178 169 108 33433 169 108 33433
31627 -5282 169 108 33433 169 108 33433
32001 -4273 169 108 33433 169 109 33741
31815 -4237 169 108 33433 169 109 33741
32209 -5067 169 108 33433 170 108 33434
31984 -4362 169 108 33433 169 108 33433
31646 -5303 169 108 33433 169 108 33433
31816 -4354 169 108 33433 169 108 33433
31752 -4345 169 108 33433 169 108 33433
31392 -4801 169 108 33433 169 108 33433
31868 -4674 169 108 33433 169 109 33741
31946 -4198 169 108 33433 170 109 33742
31933 -4661 169 108 33433 169 108 33433
31873 -4673 169 108 33433 169 108 33433
32014 -4555 169 108 33433 169 108 33433
31976 -4651 169 108 33433 169 108 33433
31815 -4084 169 108 33433 169 108 33433
31744 -4184 169 108 33433 169 109 33741
31496 -4740 169 108 33433 169 108 33433
31546 -4797 169 108 33433 169 108 33433
31903 -4667 169 108 33433 169 109 33741
32107 -5126 169 108 33433 169 108 33433
32119 -5223 169 108 33433 169 108 33433
32099 -5188 169 108 33433 169 108 33433
32095 -5122 169 108 33433 170 108 33434
32113 -5136 169 108 33433 169 108 33433
32107 -5232 169 108 33433 170 108 33434
32016 -5233 169 108 33433 170 108 33434
32108 -4888 169 108 33433 169 108 33433
31836 -4976 169 108 33433 169 108 33433
31862 -5026 169 108 33433 169 108 33433
31872 -5069 169 108 33433 170 108 33434
31880 -5255 169 108 33433 169 108 33433
30611 -5033 169 108 33433 168 108 33432
30643 -4794 169 108 33433 169 108 33433
32022 -4199 169 108 33433 169 109 33741
31863 -4490 169 108 33433 169 108 33433
31891 -4933 169 108 33433 169 108 33433
31713 -5539 169 108 33433 169 108 33433
31962 -5319 169 108 33433 169 108 33433
31848 -5205 169 108 33433 169 108 33433
31623 -5702 169 108 33433 169 107 33125
31929 -4410 169 108 33433 170 108 33434
32071 -5315 169 108 33433 170 107 33126
32121 -4874 169 108 33433 170 108 33434
32042 -5176 169 108 33433 169 108 33433
31909 -5123 169 108 33433 169 108 33433
31811 -4988 169 108 33433 169 108 33433
31867 -5355 169 108 33433 170 108 33434
31898 -5060 169 108 33433 169 108 33433
31889 -4364 169 108 33433 169 108 33433
31797 -5000 169 108 33433 169 108 33433
32086 -5291 169 108 33433 169 108 33433
32004 -5155 169 108 33433 169 108 33433
31837 -5119 169 108 33433 169 108 33433
32130 -5184 169 108 33433 170 107 33126
31967 -4971 169 108 33433 169 108 33433
31600 -5760 169 108 33433 169 108 33433
31958 -4908 169 108 33433 170 108 33434
32114 -5341 169 108 33433 170 108 33434
32076 -5009 169 108 33433 169 108 33433
31868 -5376 169 108 33433 170 108 33434
31810 -5028 169 108 33433 169 108 33433
32020 -5361 169 108 33433 169 108 33433
31941 -4468 169 108 33433 170 108 33434
31950 -5340 169 108 33433 169 108 33433
32016 -5337 169 108 33433 170 108 33434
31711 -5543 169 108 33433 169 108 33433
31975 -5175 169 108 33433 169 108 33433
31695 -5663 169 108 33433 169 108 33433
31451 -5024 169 108 33433 169 108 33433
31274 -5860 169 108 33433 169 108 33433
31012 -5616 169 108 33433 169 108 33433
32065 -5177 169 108 33433 169 108 33433
31844 -5322 169 108 33433 169 107 33125
32080 -5255 169 108 33433 170 108 33434
31673 -5659 169 108 33433 169 107 33125
31988 -4490 169 108 33433 170 109 33742
31974 -4940 169 108 33433 169 108 33433
32163 -5207 169 108 33433 169 108 33433
32000 -5030 169 108 33433 169 108 33433
32048 -5144 169 108 33433 170 108 33434
31938 -5098 169 108 33433 169 108 33433
31940 -5024 169 108 33433 169 108 33433
31721 -5574 169 108 33433 169 108 33433
32099 -5163 169 108 33433 170 107 33126
31932 -4423 169 108 33433 169 108 33433
31832 -4936 169 108 33433 169 108 33433
31465 -4564 169 108 33433 169 108 33433
31937 -4450 169 108 33433 169 109 33741
31880 -4817 169 108 33433 170 108 33434
32039 -5320 169 108 33433 169 108 33433
31811 -4634 169 108 33433 170 109 33742
31916 -4970 169 108 33433 169 108 33433
31938 -4884 169 108 33433 169 108 33433
31693 -5608 169 108 33433 169 108 33433
31874 -5115 169 108 33433 169 108 33433
32199 -5149 169 108 33433 169 107 33125
32077 -4765 169 108 33433 170 108 33434
31879 -5023 169 108 33433 169 108 33433
31901 -4862 169 108 33433 169 108 33433
31933 -5241 169 108 33433 169 108 33433
31949 -5186 169 108 33433 169 108 33433
32098 -5325 169 108 33433 170 108 33434
31944 -5274 169 108 33433 170 108 33434
32203 -5123 169 108 33433 169 108 33433
32120 -5365 169 108 33433 170 108 33434
31930 -5333 169 108 33433 170 108 33434
31818 -4540 169 108 33433 169 109 33741
32001 -5293 169 108 33433 169 108 33433
31469 -4601 169 108 33433 169 108 33433
31914 -5192 169 108 33433 170 108 33434
31695 -5645 169 108 33433 169 108 33433
31830 -4907 169 108 33433 169 108 33433
31968 -5093 169 108 33433 169 108 33433
31848 -4892 169 108 33433 169 108 33433
31995 -4970 169 108 33433 169 108 33433
31908 -5076 169 108 33433 170 108 33434
31657 -5638 169 108 33433 169 107 33125
31891 -5134 169 108 33433 169 108 33433
31925 -4986 169 108 33433 169 108 33433
31648 -5605 169 108 33433 169 107 33125
32138 -4987 169 108 33433 169 108 33433
32027 -4974 169 108 33433 169 108 33433
31963 -5215 169 108 33433 169 108 33433
32097 -5009 169 108 33433 169 108 33433
32104 -4860 169 108 33433 169 108 33433
32025 -4470 169 108 33433 169 108 33433
31955 -4942 169 108 33433 169 108 33433
31692 -5757 169 108 33433 169 107 33125
32049 -5306 169 108 33433 170 108 33434
31815 -4956 169 108 33433 169 108 33433
31678 -5603 169 108 33433 169 108 33433
31959 -5252 169 108 33433 169 108 33433
31871 -5006 169 108 33433 169 108 33433
31989 -4581 169 108 33433 170 108 33434
31863 -4575 169 108 33433 169 108 33433
31877 -5209 169 108 33433 169 108 33433
31954 -5090 169 108 33433 169 108 33433
31932 -5006 169 108 33433 169 108 33433
31680 -5714 169 108 33433 169 108 33433
31902 -4948 169 108 33433 169 108 33433
31970 -4541 169 108 33433 169 108 33433
32068 -5285 169 108 33433 169 108 33433
31916 -4352 169 108 33433 169 109 33741
31932 -5210 169 108 33433 169 108 33433
32006 -5078 169 108 33433 170 108 33434
31859 -5329 169 108 33433 169 107 33125
31906 -5510 169 108 33433 169 108 33433
31566 -5746 169 108 33433 169 108 33433
31996 -5188 169 108 33433 169 108 33433
31820 -4910 169 108 33433 169 108 33433
31860 -4990 169 108 33433 169 108 33433
31862 -5156 169 108 33433 169 108 33433
31851 -4757 169 108 33433 169 108 33433
31898 -5276 169 108 33433 169 108 33433
31795 -4985 169 108 33433 169 108 33433
31881 -4925 169 108 33433 169 108 33433
31816 -5049 169 108 33433 169 108 33433
31907 -4620 169 108 33433 170 109 33742
21097 -3444 164 109 33736 164 109 33736
21066 -3419 164 109 33736 164 109 33736
21020 -3510 164 109 33736 163 109 33735
21035 -3464 164 109 33736 164 109 33736
21006 -3115 164 109 33736 163 109 33735
21059 -3456 164 109 33736 164 109 33736
21006 -3612 164 109 33736 163 109 33735
21058 -3283 164 109 33736 164 108 33428
20973 -3208 164 109 33736 164 109 33736
21058 -3297 164 109 33736 163 109 33735
21030 -3199 164 109 33736 164 109 33736
28990 -2749 168 109 33740 168 109 33740
29067 -2764 168 109 33740 168 109 33740
25192 1523 166 111 34354 166 112 34662
24980 1685 166 111 34354 166 111 34354
24766 1546 166 111 34354 165 111 34353
24780 1576 166 111 34354 166 111 34354
24797 1588 166 111 34354 166 111 34354
24811 1571 166 111 34354 166 111 34354
24981 1625 166 111 34354 166 112 34662
22709 2188 165 112 34661 164 111 34352
25005 2216 166 112 34662 166 112 34662
24922 2136 166 112 34662 165 111 34353
25141 2604 166 112 34662 166 111 34354
